t_s,swap_used_mb,swap_delta_mb,compressor_mb,swapins,swapouts,swapouts_delta,filebacked_mb,anonymous_mb,child_footprint_mb
0.0,0.0,0.0,11.8,0,0,0,7627.5,1548.9,12.2
2.0,0.0,0.0,11.8,0,0,0,8630.2,2958.1,1445.0
4.0,0.0,0.0,11.8,0,0,0,7934.3,2230.4,4972.8
6.1,0.0,0.0,11.8,0,0,0,7661.9,3016.1,4807.8
8.1,0.0,0.0,11.8,0,0,0,7942.1,2993.4,4807.8
10.1,0.0,0.0,11.8,0,0,0,7893.6,3313.0,3926.8
12.1,0.0,0.0,11.8,0,0,0,7894.7,2992.1,4807.4
14.1,0.0,0.0,11.8,0,0,0,7887.2,3098.8,4794.8
16.2,0.0,0.0,11.8,0,0,0,8231.2,3184.3,2029.7
18.2,0.0,0.0,11.8,0,0,0,8026.0,3029.5,4807.3
20.2,0.0,0.0,11.8,0,0,0,7838.7,3156.0,4794.7
22.2,0.0,0.0,11.8,0,0,0,7850.3,3037.6,4807.3
24.2,0.0,0.0,11.8,0,0,0,7867.9,3135.9,4794.8
26.3,0.0,0.0,11.8,0,0,0,8051.5,3325.5,4939.2
28.3,0.0,0.0,11.8,0,0,0,8074.5,3019.8,4807.3
30.3,0.0,0.0,11.8,0,0,0,8108.5,3113.9,4794.8
32.3,0.0,0.0,11.8,0,0,0,8095.6,3006.9,4807.4
34.4,0.0,0.0,11.8,0,0,0,8106.0,3006.9,4807.3
36.4,0.0,0.0,11.8,0,0,0,8187.1,3354.1,3768.8
38.4,0.0,0.0,11.8,0,0,0,8087.5,2992.7,4807.3
40.4,0.0,0.0,11.8,0,0,0,8132.0,3103.5,4798.1
42.4,0.0,0.0,11.8,0,0,0,8112.1,2996.1,4810.7
44.5,0.0,0.0,11.8,0,0,0,7874.9,2996.0,4810.7
46.5,0.0,0.0,11.8,0,0,0,7683.1,3102.8,4798.1
48.5,0.0,0.0,11.8,0,0,0,7684.0,2995.7,4810.6
50.5,0.0,0.0,11.8,0,0,0,7920.8,3096.4,4810.6
52.5,0.0,0.0,11.8,0,0,0,7922.2,3474.0,4791.7
54.5,0.0,0.0,11.8,0,0,0,7742.0,2995.8,4810.6
56.6,0.0,0.0,11.8,0,0,0,7928.5,3102.8,4798.0
58.6,0.0,0.0,11.8,0,0,0,7913.8,2995.8,4810.6
60.6,0.0,0.0,11.8,0,0,0,8075.4,3008.0,4810.6
62.6,0.0,0.0,11.8,0,0,0,7915.3,3355.0,3772.0
64.6,0.0,0.0,11.8,0,0,0,7745.1,2996.4,4810.7
66.7,0.0,0.0,11.8,0,0,0,7938.9,3102.9,4798.0
68.7,0.0,0.0,11.8,0,0,0,7838.9,2996.0,4810.6
70.7,0.0,0.0,11.8,0,0,0,7752.1,2996.0,4810.6
72.7,0.0,0.0,11.8,0,0,0,8091.1,3354.5,3772.0
74.7,0.0,0.0,11.8,0,0,0,7972.4,2123.6,4987.3
76.7,0.0,0.0,11.8,0,0,0,7691.5,3095.1,4798.0
78.8,0.0,0.0,11.8,0,0,0,8067.8,3001.6,4810.6
80.8,0.0,0.0,11.8,0,0,0,7815.8,3145.2,4810.6
82.8,0.0,0.0,11.8,0,0,0,8201.1,3453.7,3038.6
84.8,0.0,0.0,11.8,0,0,0,7673.4,3027.4,4810.7
86.8,0.0,0.0,11.8,0,0,0,7690.4,3130.5,4798.1
88.9,0.0,0.0,11.8,0,0,0,8125.4,3040.8,4810.6
90.9,0.0,0.0,11.8,0,0,0,7744.0,3010.2,4810.6
92.9,0.0,0.0,11.8,0,0,0,8196.0,3368.7,3772.0
94.9,0.0,0.0,11.8,0,0,0,7751.4,3010.1,4810.5
96.9,0.0,0.0,11.8,0,0,0,7722.5,3102.9,4798.0
98.9,0.0,0.0,11.8,0,0,0,8163.8,3018.8,4810.5
101.0,0.0,0.0,11.8,0,0,0,7765.4,2996.3,4810.5
103.0,0.0,0.0,11.8,0,0,0,7739.5,3354.7,3772.0
105.0,0.0,0.0,11.8,0,0,0,7764.2,2995.9,4810.5
107.0,0.0,0.0,11.8,0,0,0,7954.2,3102.9,4797.9
109.0,0.0,0.0,11.8,0,0,0,7773.7,2990.6,3167.4
111.1,0.0,0.0,11.8,0,0,0,7728.1,2996.5,4810.6
113.1,0.0,0.0,11.8,0,0,0,7748.6,3355.2,3772.0
115.1,0.0,0.0,11.8,0,0,0,7771.9,2996.6,4810.5
117.1,0.0,0.0,11.8,0,0,0,7792.1,3103.6,4797.9
119.2,0.0,0.0,11.8,0,0,0,8030.3,3064.9,4754.8
121.2,0.0,0.0,11.8,0,0,0,7965.9,2996.5,4810.6
123.2,0.0,0.0,11.8,0,0,0,7769.8,3103.4,4798.0
125.3,0.0,0.0,11.8,0,0,0,7968.0,2996.7,4810.5
127.3,0.0,0.0,11.8,0,0,0,8076.0,3103.7,4797.9
129.3,0.0,0.0,11.8,0,0,0,7964.0,3295.0,5041.6
131.3,0.0,0.0,11.8,0,0,0,7968.7,2996.9,4810.6
133.3,0.0,0.0,11.8,0,0,0,7980.8,3103.9,4798.0
135.4,0.0,0.0,11.8,0,0,0,7783.4,2996.9,4810.5
137.4,0.0,0.0,11.8,0,0,0,8128.8,3094.8,4798.0
139.4,0.0,0.0,11.8,0,0,0,7887.5,3161.7,4931.9
141.4,0.0,0.0,11.8,0,0,0,7751.7,3042.9,4810.5
143.4,0.0,0.0,11.8,0,0,0,7845.0,3141.4,4798.0
145.4,0.0,0.0,11.8,0,0,0,7693.5,3090.4,5272.0
147.5,0.0,0.0,11.8,0,0,0,6500.3,4182.9,6464.1
149.5,0.0,0.0,11.8,0,0,0,6500.3,3077.0,6457.8
151.5,0.0,0.0,11.8,0,0,0,6500.3,3077.2,6453.6
153.5,0.0,0.0,11.8,0,0,0,6500.3,3077.0,6451.5
