t_s,swap_used_mb,swap_delta_mb,compressor_mb,swapins,swapouts,swapouts_delta,filebacked_mb,anonymous_mb,child_footprint_mb
0.0,427.8,0.0,282.8,1366543,2614066,0,12478.1,3069.1,14.6
0.5,427.8,0.0,282.8,1366543,2614066,0,12509.0,3232.6,181.7
1.1,427.8,0.0,282.8,1366543,2614066,0,11760.6,4364.2,1506.8
1.6,427.8,0.0,282.8,1366543,2614066,0,8377.3,7698.9,4903.7
2.1,427.8,0.0,282.7,1366543,2614066,0,8211.3,7975.5,4938.1
2.6,427.8,0.0,282.7,1366543,2614066,0,7962.5,8175.1,5008.6
3.1,427.8,0.0,282.7,1366543,2614066,0,7785.0,3526.8,5263.6
