t_s,swap_used_mb,swap_delta_mb,compressor_mb,swapins,swapouts,swapouts_delta,filebacked_mb,anonymous_mb,child_footprint_mb,child_peak_footprint_mb
259.1,1749.9,667.3,207.3,894333,2065931,794432,301.4,818.9,14350.0,15374.0
259.9,1685.9,603.3,202.9,898257,2065931,794432,350.0,1371.3,15374.0,15374.0
260.8,1749.2,666.6,1151.2,900591,2072031,800532,286.4,854.4,15374.0,15374.0
261.6,1709.2,626.6,357.8,903302,2072031,800532,403.4,820.0,14350.0,15374.0
262.5,1669.2,586.6,250.2,905654,2072031,800532,491.0,893.3,14350.0,15374.0
263.4,1688.9,606.3,1202.4,906994,2074827,803328,349.2,384.7,15374.0,15374.0
264.2,1752.8,670.2,319.5,908761,2080451,808952,405.4,667.2,14350.0,15374.0
265.1,1680.7,598.1,251.2,913448,2080451,808952,453.5,850.4,14350.0,15374.0
265.9,1687.7,605.1,1191.9,915748,2082947,811448,299.8,455.3,15374.0,15374.0
266.8,1764.8,682.2,324.7,918908,2091463,819964,342.4,772.1,14350.0,15374.0
267.6,1732.8,650.2,219.1,921085,2091463,819964,401.3,1331.0,15374.0,15374.0
268.5,1737.6,655.0,385.3,921831,2092795,821296,273.7,1017.4,14350.0,15374.0
269.3,1705.6,623.0,260.3,924385,2092795,821296,290.6,816.5,14350.0,15374.0
270.2,1657.6,575.0,255.7,926841,2092795,821296,294.2,1403.6,15374.0,15374.0
271.0,1711.1,628.5,611.8,928865,2098267,826768,267.1,877.7,14350.0,15374.0
271.8,1679.1,596.5,283.4,930961,2098267,826768,279.1,880.6,14350.0,15374.0
272.7,1663.1,580.5,320.2,932226,2098267,826768,299.1,1233.2,15374.0,15374.0
273.5,1750.2,667.6,319.0,937063,2108963,837464,287.4,655.0,14350.0,15374.0
274.4,1702.2,619.6,221.0,940599,2108963,837464,292.8,1086.2,14350.0,15374.0
275.2,1662.2,579.6,1021.6,943191,2108963,837464,307.9,910.2,15374.0,15374.0
276.1,1788.1,705.6,307.0,944935,2118559,847060,275.5,1200.0,14350.0,15374.0
276.9,1732.1,649.6,195.3,948451,2118559,847060,283.4,1140.6,14350.0,15374.0
277.8,1700.1,617.6,409.8,950327,2118559,847060,287.4,1236.2,15374.0,15374.0
278.6,1726.2,643.6,389.9,951891,2121763,850264,267.5,1055.9,14350.0,15374.0
279.5,1694.2,611.6,262.2,953995,2121763,850264,269.3,832.0,14350.0,15374.0
280.3,1646.2,563.6,251.2,956991,2121763,850264,269.6,1426.3,15374.0,15374.0
281.1,1759.4,676.8,710.3,958415,2130543,859044,304.0,1020.8,14350.0,15374.0
282.0,1695.4,612.8,231.8,962829,2130543,859044,416.7,1186.0,14350.0,15374.0
282.8,1647.4,564.8,774.5,965193,2130543,859044,356.1,821.5,15374.0,15374.0
283.7,1700.8,618.2,398.2,968845,2137543,866044,417.1,669.0,14350.0,15374.0
284.5,1660.8,578.2,258.7,971523,2137543,866044,550.6,840.5,14350.0,15374.0
285.4,1665.3,582.8,1306.3,974562,2140907,869408,364.2,389.9,15374.0,15374.0
286.2,1730.4,647.8,347.6,975978,2146607,875108,306.0,750.6,14350.0,15374.0
287.0,1682.4,599.8,272.5,979173,2146607,875108,323.5,772.2,14350.0,15374.0
287.9,927.0,-155.6,838.3,986279,2146607,875108,363.4,748.0,15374.0,15374.0
288.7,911.0,-171.6,244.7,987472,2146607,875108,399.6,1030.3,14350.0,15374.0
289.6,926.2,-156.4,1347.6,988105,2148091,876592,281.7,573.9,15374.0,15374.0
290.5,1141.9,59.3,1252.7,997989,2172143,900644,254.2,472.3,15374.0,15374.0
291.3,1077.9,-4.7,296.8,1002448,2172143,900644,280.9,998.8,14350.0,15374.0
292.2,1344.1,261.6,1238.7,1006153,2192767,921268,254.8,814.2,15374.0,15374.0
292.8,1245.1,162.5,356.9,1013464,2193595,922096,301.7,508.3,561.0,15374.0
